trial,epoch,train_acc,train_sym_acc,test_acc,test_sym_acc,pairs,samples,duration
1,1,0.30440587449933243,0.3020694259012016,0.0512,0.0433,5,24,14.549931526184082
1,2,0.514018691588785,0.47930574098798395,0.1685,0.1476,10,48,12.434610843658447
1,3,0.6038050734312417,0.5483978638184246,0.175,0.141,15,72,11.916003942489624
1,4,0.5527369826435247,0.48364485981308414,0.2121,0.1626,20,96,12.113474369049072
1,5,0.6612149532710281,0.47763684913217624,0.2187,0.1557,25,120,11.556967496871948
1,6,0.6515353805073432,0.4602803738317757,0.3039,0.2298,30,144,11.593868255615234
1,7,0.6698931909212283,0.5257009345794392,0.2934,0.2573,35,168,11.506104469299316
1,8,0.5871161548731643,0.4833110814419226,0.4087,0.3713,40,192,11.893065214157104
1,9,0.7069425901201603,0.6852469959946595,0.8449,0.8444,45,216,11.2926766872406
1,10,0.9168891855807744,0.9168891855807744,0.8926,0.8923,50,240,10.135811567306519
1,11,0.955607476635514,0.9552736982643525,0.9103,0.9099,55,264,9.971253871917725
1,12,0.9626168224299065,0.9626168224299065,0.9207,0.9206,60,288,9.838608980178833
1,13,0.9732977303070761,0.9729639519359146,0.9317,0.9317,65,312,9.81567096710205
1,14,0.9879839786381842,0.9879839786381842,0.9289,0.9286,70,336,9.683027029037476
1,15,0.9936582109479306,0.9936582109479306,0.9273,0.9273,75,360,9.694994926452637
1,16,0.9919893190921228,0.9919893190921228,0.9247,0.9245,80,384,9.682029485702515
1,17,0.9929906542056075,0.9929906542056075,0.9278,0.9276,85,408,9.714941024780273
1,18,0.9959946595460614,0.9959946595460614,0.9304,0.9304,90,432,9.620195388793945
1,19,0.9989986648865153,0.9989986648865153,0.9307,0.9305,95,456,9.630168437957764
1,20,0.9953271028037384,0.9953271028037384,0.9308,0.9308,100,480,9.651111841201782
2,1,0.32643524699599463,0.3157543391188251,0.0721,0.0492,5,24,13.54067873954773
2,2,0.57543391188251,0.557743658210948,0.1913,0.1689,10,48,12.108520984649658
2,3,0.6732309746328438,0.6408544726301736,0.3027,0.2904,15,72,11.559991121292114
2,4,0.6602136181575434,0.657543391188251,0.5007,0.4942,20,96,11.538050174713135
2,5,0.7990654205607477,0.7987316421895861,0.6746,0.6721,25,120,10.810004234313965
2,6,0.8491321762349799,0.8487983978638184,0.7643,0.7632,30,144,10.459942817687988
2,7,0.9162216288384513,0.9162216288384513,0.8583,0.8576,35,168,10.154761552810669
2,8,0.9432576769025367,0.9432576769025367,0.9026,0.9023,40,192,9.974244594573975
2,9,0.9636181575433912,0.9636181575433912,0.8902,0.8902,45,216,9.860549688339233
2,10,0.9736315086782377,0.9736315086782377,0.8981,0.8976,50,240,9.83761215209961
2,11,0.9836448598130841,0.9836448598130841,0.9116,0.9116,55,264,9.774780988693237
2,12,0.986648865153538,0.986648865153538,0.9067,0.9064,60,288,9.708957433700562
2,13,0.9869826435246996,0.9869826435246996,0.9186,0.9186,65,312,9.726908206939697
2,14,0.9946595460614153,0.9946595460614153,0.9233,0.9233,70,336,9.66607141494751
2,15,0.9973297730307076,0.9973297730307076,0.9213,0.9211,75,360,9.682029485702515
2,16,0.9983311081441922,0.9983311081441922,0.9138,0.9136,80,384,9.629170894622803
2,17,0.9989986648865153,0.9989986648865153,0.9197,0.9194,85,408,9.639164209365845
2,18,0.9993324432576769,0.9993324432576769,0.9223,0.9223,90,432,9.640161514282227
2,19,0.9979973297730307,0.9979973297730307,0.9209,0.9208,95,456,9.698005676269531
2,20,0.9986648865153538,0.9986648865153538,0.916,0.916,100,480,9.756844758987427
3,1,0.2850467289719626,0.2650200267022697,0.0965,0.0638,5,24,13.99149751663208
3,2,0.5440587449933244,0.5153538050734312,0.195,0.1769,10,48,12.251162767410278
3,3,0.7489986648865153,0.746995994659546,0.3839,0.3741,15,72,11.117202281951904
3,4,0.8230974632843792,0.8200934579439252,0.5555,0.5504,20,96,10.616544246673584
3,5,0.8648197596795728,0.8648197596795728,0.6821,0.6786,25,120,10.382172346115112
3,6,0.8674899866488651,0.866822429906542,0.7591,0.7578,30,144,10.361228704452515
3,7,0.9232309746328438,0.9232309746328438,0.8681,0.8677,35,168,10.059037685394287
3,8,0.9489319092122831,0.9489319092122831,0.8758,0.8749,40,192,9.917417526245117
3,9,0.9679572763684913,0.9679572763684913,0.8995,0.8993,45,216,9.858575820922852
3,10,0.9766355140186916,0.9766355140186916,0.8992,0.8989,50,240,9.75585126876831
3,11,0.9799732977303071,0.9799732977303071,0.8942,0.8937,55,264,9.73191499710083
3,12,0.9873164218958611,0.9873164218958611,0.9068,0.9064,60,288,9.7269287109375
3,13,0.9909879839786382,0.9909879839786382,0.9113,0.9112,65,312,9.651131629943848
3,14,0.9956608811748998,0.9956608811748998,0.9093,0.9092,70,336,9.640160083770752
3,15,0.9963284379172229,0.9963284379172229,0.9167,0.9166,75,360,9.640161275863647
3,16,0.9983311081441922,0.9983311081441922,0.9106,0.9103,80,384,9.585308313369751
3,17,0.9986648865153538,0.9986648865153538,0.9139,0.9138,85,408,9.593286991119385
3,18,0.9983311081441922,0.9983311081441922,0.9142,0.9142,90,432,9.646145105361938
3,19,0.9989986648865153,0.9989986648865153,0.9144,0.9141,95,456,9.56635856628418
3,20,0.9989986648865153,0.9989986648865153,0.9134,0.9134,100,480,9.608246803283691
